,Fault Source Name,Slip Rate,Lower Seismogenic Depth,Dip,Magnitude Scaling Relationship,Mmax (L),Mmax (P),Mmax (U)
1332,FallaChulibaya,Lower,Upper,Lower,Lower,6.22,6.52,6.82
1333,FallaCupine-pampaTrapiche,Lower,Upper,Lower,Lower,7.21,7.51,7.81
1334,FallaMesacalane,Lower,Upper,Lower,Lower,6.21,6.51,6.81
1335,FallaTambo,Lower,Upper,Lower,Lower,6.9,7.2,7.5
1336,FallaToquepala,Lower,Upper,Lower,Lower,7.08,7.38,7.68
1337,ZonadefallasCarumas-Calacoa,Lower,Upper,Lower,Lower,7.06,7.36,7.66
1338,ZonadefallasCoralaque,Lower,Upper,Lower,Lower,6.7,7.0,7.3
1339,ZonadefallasHuaynaputina,Lower,Upper,Lower,Lower,6.78,7.08,7.38
1340,ZonadefallasIchuna,Lower,Upper,Lower,Lower,7.22,7.52,7.82
1341,ZonadefallasPastoGrande,Lower,Upper,Lower,Lower,6.98,7.28,7.58
1342,ZonadefallasTicsani-Suches,Lower,Upper,Lower,Lower,6.84,7.14,7.44
1343,FallaPurgatorio,Lower,Pref,Lower,Lower,6.96,7.26,7.56
1344,FallaIncapuquio,Lower,Pref,Lower,Lower,7.08,7.38,7.68
1345,FallaMicalaco,Lower,Pref,Lower,Lower,6.75,7.05,7.35
1346,FallaCerroRocoso,Lower,Pref,Lower,Lower,6.29,6.59,6.89
1347,FallaChascoso,Lower,Pref,Lower,Lower,5.92,6.22,6.52
1348,FallaChololo,Lower,Pref,Lower,Lower,6.96,7.26,7.56
1349,FallaChulibaya,Lower,Pref,Lower,Lower,6.14,6.44,6.74
1350,FallaCupine-pampaTrapiche,Lower,Pref,Lower,Lower,7.13,7.43,7.73
1351,FallaMesacalane,Lower,Pref,Lower,Lower,6.13,6.43,6.73
1352,FallaTambo,Lower,Pref,Lower,Lower,6.82,7.12,7.42
1353,FallaToquepala,Lower,Pref,Lower,Lower,7.0,7.3,7.6
1354,ZonadefallasCarumas-Calacoa,Lower,Pref,Lower,Lower,6.98,7.28,7.58
1355,ZonadefallasCoralaque,Lower,Pref,Lower,Lower,6.62,6.92,7.22
1356,ZonadefallasHuaynaputina,Lower,Pref,Lower,Lower,6.7,7.0,7.3
1357,ZonadefallasIchuna,Lower,Pref,Lower,Lower,7.14,7.44,7.74
1358,ZonadefallasPastoGrande,Lower,Pref,Lower,Lower,6.9,7.2,7.5
1359,ZonadefallasTicsani-Suches,Lower,Pref,Lower,Lower,6.76,7.06,7.36
1360,FallaPurgatorio,Lower,Lower,Lower,Lower,6.86,7.16,7.46
1361,FallaIncapuquio,Lower,Lower,Lower,Lower,6.98,7.28,7.58
1362,FallaMicalaco,Lower,Lower,Lower,Lower,6.65,6.95,7.25
1363,FallaCerroRocoso,Lower,Lower,Lower,Lower,6.2,6.5,6.8
1364,FallaChascoso,Lower,Lower,Lower,Lower,5.82,6.12,6.42
1365,FallaChololo,Lower,Lower,Lower,Lower,6.86,7.16,7.46
1366,FallaChulibaya,Lower,Lower,Lower,Lower,6.04,6.34,6.64
1367,FallaCupine-pampaTrapiche,Lower,Lower,Lower,Lower,7.03,7.33,7.63
1368,FallaMesacalane,Lower,Lower,Lower,Lower,6.03,6.33,6.63
1369,FallaTambo,Lower,Lower,Lower,Lower,6.73,7.03,7.33
1370,FallaToquepala,Lower,Lower,Lower,Lower,6.9,7.2,7.5
1371,ZonadefallasCarumas-Calacoa,Lower,Lower,Lower,Lower,6.88,7.18,7.48
1372,ZonadefallasCoralaque,Lower,Lower,Lower,Lower,6.53,6.83,7.13
1373,ZonadefallasHuaynaputina,Lower,Lower,Lower,Lower,6.6,6.9,7.2
1374,ZonadefallasIchuna,Lower,Lower,Lower,Lower,7.04,7.34,7.64
1375,ZonadefallasPastoGrande,Lower,Lower,Lower,Lower,6.8,7.1,7.4
1376,ZonadefallasTicsani-Suches,Lower,Lower,Lower,Lower,6.66,6.96,7.26
